,title,abstract,author,journal,year,pdf_link,keyword
0,Weighted estimates for singular integrals via Fourier transform estimates,,"DK Watson - Duke Mathematical Journal, 1990",projecteuclid,.org,https://projecteuclid.org/journalArticle/Download?urlid=10.1215%2FS0012-7094-90-06015-6,
0,Atomic and Littlewood–Paley characterizations of anisotropic mixed-norm Hardy spaces and their applications,,"L Huang, J Liu, D Yang, W Yuan - The Journal of Geometric Analysis, 2019",Spri,nger,https://link.springer.com/article/10.1007/s12220-018-0070-y,
0,Multiparameter singular integrals and maximal functions,,"F Ricci, EM Stein - Annales de l'institut Fourier, 1992",numdam,.org,http://www.numdam.org/item/AIF_1992__42_3_637_0/,
0,Singular integrals with rough kernels in,,"A Al-Salman, Y Pan - Journal of the London Mathematical Society, 2002",cambridge,.org,https://www.cambridge.org/core/journals/journal-of-the-london-mathematical-society/article/singular-integrals-with-rough-kernels-in-l-log-lsn1/8AFD3E8E042D96A6D6F8E07042E2CA66,
0,Mapping properties of the Radon transform,,"DM Oberlin, EM Stein - Indiana University Mathematics Journal, 1982",J,STOR,https://www.jstor.org/stable/24893225,
0,Dual spaces of anisotropic mixed-norm Hardy spaces,,"L Huang, J Liu, D Yang, W Yuan - Proceedings of the American …, 2019",ams,.org,https://www.ams.org/proc/0000-000-00/S0002-9939-2018-14348-8/,
0,A generalization of Birkhoff's pointwise ergodic theorem,,"A Nevo, EM Stein - Acta Mathematica, 1994",projecteuclid,.org,https://projecteuclid.org/journalArticle/Download?urlid=10.1007%2FBF02392571,
0,Hilbert transforms for convex curves,,"A Nagel, J Vance, S Wainger… - Duke Mathematical …, 1983",projecteuclid,.org,https://projecteuclid.org/journalArticle/Download?urlId=10.1215%2FS0012-7094-83-05036-6,
0,Multiple singular integrals and maximal functions along hypersurfaces,,"J Duoandikoetxea - Annales de l'institut Fourier, 1986",numdam,.org,http://www.numdam.org/item/AIF_1986__36_4_185_0/,
0,An overview of text-independent speaker recognition: From features to supervectors,,"T Kinnunen, H Li - Speech communication, 2010",Else,vier,https://www.sciencedirect.com/science/article/pii/S0167639309001289,
0,Speaker recognition: A tutorial,,"JP Campbell - Proceedings of the IEEE, 1997",ieeexplore.ieee,.org,https://ieeexplore.ieee.org/abstract/document/628714/,
0,Studies in astronomical time series analysis. II-Statistical aspects of spectral analysis of unevenly spaced data,,"JD Scargle - The Astrophysical Journal, 1982",adsabs.harvard,.edu,https://adsabs.harvard.edu/pdf/1982apj...263..835s7,
0,Beamforming: A versatile approach to spatial filtering,,"BD Van Veen, KM Buckley - IEEE assp magazine, 1988",ieeexplore.ieee,.org,https://ieeexplore.ieee.org/abstract/document/665/,
0,Spectrum estimation and harmonic analysis,,"DJ Thomson - Proceedings of the IEEE, 1982",ieeexplore.ieee,.org,https://ieeexplore.ieee.org/abstract/document/1456701/,
0,"Heart rate variability: Standards of measurement, physiological interpretation, and clinical use: Task force of the European Society of Cardiology and the North …",,"M Malik - Annals of Noninvasive Electrocardiology, 1996",Wiley Online Lib,rary,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1542-474X.1996.tb00275.x,
0,Spectrum analysis—A modern perspective,,"SM Kay, SL Marple - Proceedings of the IEEE, 1981",ieeexplore.ieee,.org,https://ieeexplore.ieee.org/abstract/document/1456452/,
0,OFDM versus filter bank multicarrier,,"B Farhang-Boroujeny - IEEE signal processing magazine, 2011",ieeexplore.ieee,.org,https://ieeexplore.ieee.org/abstract/document/5753092/,
0,Intelligent automated assistant,,"TR Gruber, AJ Cheyer, D Kittlaus, DR Guzzoni… - US Patent …, 2016",Google Pat,ents,https://patents.google.com/patent/US9318108B2/en,
0,Theory of stochastic resonance,,"B McNamara, K Wiesenfeld - Physical review A, 1989",,APS,https://journals.aps.org/pra/abstract/10.1103/PhysRevA.39.4854,
0,Model for the vibration produced by a single point defect in a rolling element bearing,,"PD McFadden, JD Smith - Journal of sound and vibration, 1984",Else,vier,https://www.sciencedirect.com/science/article/pii/0022460X84905959,
0,Improved technique for determining complex permittivity with the transmission/reflection method,,"J Baker-Jarvis, EJ Vanzura… - IEEE Transactions on …, 1990",ieeexplore.ieee,.org,https://ieeexplore.ieee.org/abstract/document/57336/,
0,Survey: Interpolation methods in medical image processing,,"TM Lehmann, C Gonner… - IEEE transactions on …, 1999",ieeexplore.ieee,.org,https://ieeexplore.ieee.org/abstract/document/816070/,
0,Tests of significance in harmonic analysis,,RA Fisher,Proceedings of the Royal Society of London,1929,https://royalsocietypublishing.org/doi/abs/10.1098/rspa.1929.0151,
0,Spectrum estimation and harmonic analysis,,DJ Thomson,"Proceedings of the IEEE, ",1982,https://ieeexplore.ieee.org/abstract/document/1456701/,
0,Generalized harmonic analysis,,N Wiener,"Acta mathematica, ",1930,https://link.springer.com/article/10.1007/BF02546511,
0,"Review of harmonic analysis, modeling and mitigation techniques",,"A Kalair, N Abas, AR Kalair, Z Saleem…",…,2017,https://www.sciencedirect.com/science/article/pii/S1364032117306226,
0,Harmonic analysis on hyperboloids,,RS Strichartz,"Journal of Functional Analysis, ",1973,https://www.sciencedirect.com/science/article/pii/0022123673900013,
0,"Harmonic Analysis in Phase Space.(AM-122), Volume 122",,GB Folland,Harmonic Analysis in Phase Space,.(AM,https://www.degruyter.com/document/doi/10.1515/9781400882427/html,
0,Harmonic analysis of neural networks,,EJ Candès,"Applied and Computational Harmonic Analysis, ",1999,https://www.sciencedirect.com/science/article/pii/S1063520398902482,
0,Data compression and harmonic analysis,,"DL Donoho, M Vetterli, RA DeVore…",IEEE transactions on,1998,https://ieeexplore.ieee.org/abstract/document/720544/,
0,Studies in harmonic analysis,,NT Varopoulos,Mathematical Proceedings of the Cambridge,1964,https://www.cambridge.org/core/journals/mathematical-proceedings-of-the-cambridge-philosophical-society/article/studies-in-harmonic-analysis/F9B6E9221D58395CA7063081057749A4,
0,Numerical methods for harmonic analysis on the sphere,,OL Colombo,,1981,https://apps.dtic.mil/sti/citations/ADA104178,
0,Problems in harmonic analysis related to curvature,,"EM Stein, S Wainger",Bulletin of the American Mathematical,1978,https://projecteuclid.org/journalArticle/Download?urlId=bams%2F1183541467,
0,Simultaneous statistical inference,,G Rupert Jr,,2012,https://books.google.com/books?hl=ko&lr=&id=4C7VBwAAQBAJ&oi=fnd&pg=PA1&ots=0tn54Oge_v&sig=kgdqZEfl_CJZpCGfvN3gRcSg4jg,
0,Human auditory steady-state responses: Respuestas auditivas de estado estable en humanos,,"TW Picton, MS John, A Dimitrijevic…",International journal of,2003,https://www.tandfonline.com/doi/abs/10.3109/14992020309101316,
0,Dispersion on a sphere,,RA Fisher,Proceedings of the Royal Society of London,1953,https://royalsocietypublishing.org/doi/abs/10.1098/rspa.1953.0064,
0,Spectrum estimation and harmonic analysis,,DJ Thomson,"Proceedings of the IEEE, ",1982,https://ieeexplore.ieee.org/abstract/document/1456701/,
0,The future of data analysis,,JW Tukey,"The annals of mathematical statistics, ",1962,https://www.jstor.org/stable/2237638,
0,Detecting novel associations in large data sets,,"DN Reshef, YA Reshef, HK Finucane, SR Grossman…","science, ",2011,https://www.science.org/doi/abs/10.1126/science.1205438,
0,Nonparametric statistical data modeling,,E Parzen,"Journal of the American statistical association, ",1979,https://www.tandfonline.com/doi/abs/10.1080/01621459.1979.10481621,
0,Procedures for numerical analysis of circadian rhythms,,"R Refinetti, G Cornélissen, F Halberg","Biological rhythm research, ",2007,https://www.tandfonline.com/doi/abs/10.1080/09291010600903692,
0,Periodogram analysis and continuous spectra,,MS Bartlett,"Biometrika, ",1950,https://www.jstor.org/stable/2332141,
0,"A spectral analysis of world GDP dynamics: Kondratieff waves, Kuznets swings, Juglar and Kitchin cycles in global economic development, and the 2008–2009 …",,"AV Korotayev, SV Tsirel","Structure and Dynamics, ",2010,https://escholarship.org/uc/item/9jv108xp,
0,Extreme value time series,,M Mudelsee,"Climate Time Series Analysis, ",2014,https://link.springer.com/chapter/10.1007/978-3-319-04450-7_6,
0,"Why, when and how to adjust your P values?",,"M Jafari, N Ansari",,Pour,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6099145/,
0,Spacings,,R Pyke,Journal of the Royal Statistical Society: Series B,1965,https://rss.onlinelibrary.wiley.com/doi/abs/10.1111/j.2517-6161.1965.tb00602.x,
0,The characterization of amino acid sequences in proteins by statistical methods,,"JM Zimmerman, N Eliezer, R Simha","Journal of theoretical biology, ",1968,https://www.sciencedirect.com/science/article/pii/0022519368900696,
0,Genome-wide and phase-specific DNA-binding rhythms of BMAL1 control circadian output functions in mouse liver,,"G Rey, F Cesbron, J Rougemont, H Reinke…",PLoS,2011,https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.1000595,
0,On “field significance” and the false discovery rate,,DS Wilks,"Journal of applied meteorology and climatology, ",2006,https://journals.ametsoc.org/view/journals/apme/45/9/jam2404.1.xml,
0,Soluble TNF-α receptor 1 and IL-6 plasma levels in humans subjected to the sleep deprivation model of spaceflight,,"WT Shearer, JM Reuben, JM Mullington…",Journal of allergy and,2001,https://www.sciencedirect.com/science/article/pii/S0091674901824210,
0,MetaCycle: an integrated R package to evaluate periodicity in large scale data,,"G Wu, RC Anafi, ME Hughes, K Kornacker…","…, ",2016,https://academic.oup.com/bioinformatics/article-abstract/32/21/3351/2415176,
0,SPECTRUM: Spectral analysis of unevenly spaced paleoclimatic time series,,"M Schulz, K Stattegger","Computers & Geosciences, ",1997,https://www.sciencedirect.com/science/article/pii/S0098300497000873,
0,The Lomb-Scargle periodogram in biological rhythm research: analysis of incomplete and unequally spaced time-series,,T Ruf,"Biological Rhythm Research, ",1999,https://www.tandfonline.com/doi/abs/10.1076/brhm.30.2.178.1422,
0,Advanced spectral methods for climatic time series,,"M Ghil, MR Allen, MD Dettinger, K Ide…",Reviews of,2002,https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/2000RG000092,
0,Spectrum sensing for cognitive radio: State-of-the-art and recent advances,,"E Axell, G Leus, EG Larsson…",IEEE signal processing,2012,https://ieeexplore.ieee.org/abstract/document/6179814/,
0,Cognitive radio: brain-empowered wireless communications,,S Haykin,"IEEE journal on selected areas in communications, ",2005,https://ieeexplore.ieee.org/abstract/document/1391031/,
0,EEGLAB: an open source toolbox for analysis of single-trial EEG dynamics including independent component analysis,,"A Delorme, S Makeig","Journal of neuroscience methods, ",2004,https://www.sciencedirect.com/science/article/pii/S0165027003003479,
0,A pervasive millennial-scale cycle in North Atlantic Holocene and glacial climates,,"G Bond, W Showers, M Cheseby, R Lotti, P Almasi…","science, ",1997,https://www.science.org/doi/abs/10.1126/science.278.5341.1257,
0,An astronomically dated record of Earth's climate and its predictability over the last 66 million years,,"T Westerhold, N Marwan, AJ Drury, D Liebrand…","Science, ",2020,https://www.science.org/doi/abs/10.1126/science.aba6853,
0,MNE software for processing MEG and EEG data,,"A Gramfort, M Luessi, E Larson, DA Engemann…","Neuroimage, ",2014,https://www.sciencedirect.com/science/article/pii/S1053811913010501,
0,Enhanced detection of artifacts in EEG data using higher-order statistics and independent component analysis,,"A Delorme, T Sejnowski, S Makeig","Neuroimage, ",2007,https://www.sciencedirect.com/science/article/pii/S1053811906011098,
0,"Singular-spectrum analysis: A toolkit for short, noisy chaotic signals",,"R Vautard, P Yiou, M Ghil","Physica D: Nonlinear Phenomena, ",1992,https://www.sciencedirect.com/science/article/pii/016727899290103T,
0,"Singular spectrum analysis in nonlinear dynamics, with applications to paleoclimatic time series",,"R Vautard, M Ghil","Physica D: Nonlinear Phenomena, ",1989,https://www.sciencedirect.com/science/article/pii/0167278989900778,
0,Thalamocortical dysrhythmia: a neurological and neuropsychiatric syndrome characterized by magnetoencephalography,,"RR Llinás, U Ribary, D Jeanmonod…",Proceedings of the,1999,https://www.pnas.org/doi/abs/10.1073/pnas.96.26.15222,
0,Robust estimation of background noise and signal detection in climatic time series,,"ME Mann, JM Lees","Climatic change, ",1996,https://link.springer.com/article/10.1007/BF00142586,
0,Pupil fluctuations track rapid changes in adrenergic and cholinergic activity in cortex,,"J Reimer, MJ McGinley, Y Liu, C Rodenkirch…",Nature,2016,https://www.nature.com/articles/ncomms13289,
0,Analysis of dynamic brain imaging data,,"PP Mitra, B Pesaran","Biophysical journal, ",1999,https://www.sciencedirect.com/science/article/pii/S000634959977236X,
0,Bispectrum estimation: A digital signal processing framework,,"CL Nikias, MR Raghuveer","Proceedings of the IEEE, ",1987,https://ieeexplore.ieee.org/abstract/document/1458091/,
0,Theta rhythms coordinate hippocampal–prefrontal interactions in a spatial memory task,,"MW Jones, MA Wilson","PLoS biology, ",2005,https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.0030402,
0,Robust estimation of geomagnetic transfer functions,,"GD Egbert, JR Booker","Geophysical Journal International, ",1986,https://academic.oup.com/gji/article-abstract/87/1/173/729750,
0,Gamma and beta bursts underlie working memory,,"M Lundqvist, J Rose, P Herman, SL Brincat…","Neuron, ",2016,https://www.sciencedirect.com/science/article/pii/S0896627316001458,
0,Different origins of gamma rhythm and high-gamma activity in macaque visual cortex,,"S Ray, JHR Maunsell","PLoS biology, ",2011,https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.1000610,
0,Spectrum sensing for cognitive radio,,"S Haykin, DJ Thomson, JH Reed","Proceedings of the IEEE, ",2009,https://ieeexplore.ieee.org/abstract/document/4840525/,
0,Communication between neocortex and hippocampus during sleep in rodents,,"A Sirota, J Csicsvari, D Buhl…",Proceedings of the,2003,https://www.pnas.org/doi/abs/10.1073/pnas.0437938100,
0,Mechanisms of gamma oscillations in the hippocampus of the behaving rat,,"J Csicsvari, B Jamieson, KD Wise, G Buzsáki","Neuron, ",2003,https://www.sciencedirect.com/science/article/pii/S0896627302011698,
0,"A comparison and test of various site-response estimation techniques, including three that are not reference-site dependent",,"EH Field, KH Jacob",Bulletin of the seismological society,1995,https://pubs.geoscienceworld.org/ssa/bssa/article-abstract/85/4/1127/102625,
0,Temporal structure in neuronal activity during working memory in macaque parietal cortex,,"B Pesaran, JS Pezaris, M Sahani, PP Mitra…",Nature,2002,https://www.nature.com/articles/nn890,
0,Gating of human theta oscillations by a working memory task,,"S Raghavachari, MJ Kahana, DS Rizzuto…",Journal of,2001,https://www.jneurosci.org/content/21/9/3175.short,
0,The random walk's guide to anomalous diffusion: a fractional dynamics approach,,"R Metzler, J Klafter","Physics reports, ",2000,https://www.sciencedirect.com/science/article/pii/S0370157300000703,
0,Characterization and analysis of porosity and pore structures,,"LM Anovitz, DR Cole",Reviews in Mineralogy and,2015,https://pubs.geoscienceworld.org/msa/rimg/article-abstract/80/1/61/140962,
0,The homogeneous chaos,,N Wiener,"American Journal of Mathematics, ",1938,https://www.jstor.org/stable/2371268,
0,"Adaptive control: stability, convergence, and robustness",,"S Sastry, M Bodson, JF Bartram",,1990,https://asa.scitation.org/doi/pdf/10.1121/1.399905,
0,The future of data analysis,,JW Tukey,"The annals of mathematical statistics, ",1962,https://www.jstor.org/stable/2237638,
0,Spectrum analysis—A modern perspective,,"SM Kay, SL Marple","Proceedings of the IEEE, ",1981,https://ieeexplore.ieee.org/abstract/document/1456452/,
0,A modern course in statistical physics,,LE Reichl,,1999,https://aapt.scitation.org/doi/pdf/10.1119/1.19118,
0,Autoformer: Decomposition transformers with auto-correlation for long-term series forecasting,,"H Wu, J Xu, J Wang, M Long",Advances in Neural,2021,https://proceedings.neurips.cc/paper/2021/hash/bcc0d400288793e8bdcd7c19a8ac0c2b-Abstract.html,
0,Introduction to terrain-vehicle systems. part i: The terrain. part ii: The vehicle,,MG Bekker,,1969,https://apps.dtic.mil/sti/citations/AD0687599,
0,On the theory of the Brownian motion II,,"MC Wang, GE Uhlenbeck","Reviews of modern physics, ",1945,https://journals.aps.org/rmp/abstract/10.1103/RevModPhys.17.323,
0,"A framework for the analysis of mixed time series/point process data-theory and application to the study of physiological tremor, single motor unit discharges …",,"DM Halliday, JR Rosenberg, AM Amjad…",…,1995,http://rmb.ifc.unam.mx/curso_ritmos/capitulo4/Halliday_1995.pdf,
0,Analysis of fluid flows via spectral properties of the Koopman operator,,I Mezić,"Annual Review of Fluid Mechanics, ",2013,https://www.annualreviews.org/doi/abs/10.1146/annurev-fluid-011212-140652,
0,"Simple Eulerian time correlation of full-and narrow-band velocity signals in grid-generated,'isotropic'turbulence",,G Comte,"Bellot, S Cor",rsin,https://www.cambridge.org/core/journals/journal-of-fluid-mechanics/article/simple-eulerian-time-correlation-of-fulland-narrowband-velocity-signals-in-gridgenerated-isotropic-turbulence/A3D7B0DD621DE46CB6CC543F65A66F93,
0,Cyclostationarity: Half a century of research,,"WA Gardner, A Napolitano, L Paura","Signal processing, ",2006,https://www.sciencedirect.com/science/article/pii/S0165168405002409,
0,Spectra of quantized signals,,WR Bennett,"The Bell System Technical Journal, ",1948,https://ieeexplore.ieee.org/abstract/document/6773026/,
0,On the spectrum of isotropic temperature fluctuations in an isotropic turbulence,,S Corrsin,"Journal of Applied Physics, ",1951,https://aip.scitation.org/doi/abs/10.1063/1.1699986,
0,Review of FACTS technologies and applications for power quality in smart grids with renewable energy systems,,"FH Gandoman, A Ahmadi, AM Sharaf, P Siano…",…,2018,https://www.sciencedirect.com/science/article/pii/S1364032117313151,
0,Role of energy storage systems in energy transition from fossil fuels to renewables,,"A Kalair, N Abas, MS Saleem, AR Kalair…","Energy Storage, ",2021,https://onlinelibrary.wiley.com/doi/abs/10.1002/est2.135,
0,High-level penetration of renewable energy sources into grid utility: Challenges and solutions,,"MS Alam, FS Al","Ismail, A Salem, MA A",bido,https://ieeexplore.ieee.org/abstract/document/9224611/,
0,"Power quality in microgrids including supraharmonics: Issues, standards, and mitigations",,"AA Alkahtani, STY Alfalahi, AA Athamneh…",IEEE,2020,https://ieeexplore.ieee.org/abstract/document/9136692/,
0,Optimal placement and sizing of multi-type FACTS devices in power systems using metaheuristic optimisation techniques: An updated review,,"AAL Ahmad, R Sirjani","Ain Shams Engineering Journal, ",2020,https://www.sciencedirect.com/science/article/pii/S2090447919301510,
0,"Limitations, challenges, and solution approaches in grid‐connected renewable energy systems",,"MA Basit, S Dilshad, R Badar…",…,2020,https://onlinelibrary.wiley.com/doi/abs/10.1002/er.5033,
0,A unified index for power quality evaluation in distributed generation systems,,"GS Elbasuony, SHEA Aleem, AM Ibrahim, AM Sharaf","Energy, ",2018,https://www.sciencedirect.com/science/article/pii/S0360544218303165,
0,Power quality improvement using dynamic voltage restorer,,"N Abas, S Dilshad, A Khalid, MS Saleem…","IEEE Access, ",2020,https://ieeexplore.ieee.org/abstract/document/9187675/,
0,Compensation of nonlinearity of voltage and current instrument transformers,,"A Cataliotti, V Cosentino, G Crotti…",IEEE Transactions,2018,https://ieeexplore.ieee.org/abstract/document/8574918/,
0,Research challenges in real-time classification of power quality disturbances applicable to microgrids: A systematic review,,"R Igual, C Medrano","Renewable and Sustainable Energy Reviews, ",2020,https://www.sciencedirect.com/science/article/pii/S1364032120303415,
0,Optimal resonance-free third-order high-pass filters based on minimization of the total cost of the filters using Crow Search Algorithm,,"SHEA Aleem, AF Zobaa, ME Balci","Electric Power Systems Research, ",2017,https://www.sciencedirect.com/science/article/pii/S0378779617302584,
0,Harmonics assessment and mathematical modeling of power quality parameters for low voltage grid connected photovoltaic systems,,A Elkholy,"Solar Energy, ",2019,https://www.sciencedirect.com/science/article/pii/S0038092X19302269,
0,Demand side management in hybrid rooftop photovoltaic integrated smart nano grid,,"AR Kalair, N Abas, QU Hasan…",Journal of Cleaner,2020,https://www.sciencedirect.com/science/article/pii/S0959652620307940,
0,A review of total harmonic distortion factors for the measurement of harmonic and interharmonic pollution in modern power systems,,A Arranz,"Gimon, A Zo",rita,https://www.mdpi.com/1996-1073/14/20/6467,
0,Sliding mode based adaptive linear neuron proportional resonant control of Vienna rectifier for performance improvement of electric vehicle charging system,,"H Ahmed, D Çelik","Journal of Power Sources, ",2022,https://www.sciencedirect.com/science/article/pii/S0378775322007789,
0,Review of AI applications in harmonic analysis in power systems,,"A Eslami, M Negnevitsky, E Franklin, S Lyden",Renewable and Sustainable,2022,https://www.sciencedirect.com/science/article/pii/S1364032121011643,
0,Optimal probabilistic planning of passive harmonic filters in distribution networks with high penetration of photovoltaic generation,,"MR Jannesar, A Sedighi, M Savaghebi…",International Journal of,2019,https://www.sciencedirect.com/science/article/pii/S0142061518322233,
0,Energy transition from molecules to atoms and photons,,"N Khan, E Kalair, N Abas, AR Kalair, A Kalair",Engineering Science and,2019,https://www.sciencedirect.com/science/article/pii/S2215098617317196,
0,Data-driven dynamic harmonic model for modern household appliances,,"X Xie, D Chen","Applied Energy, ",2022,https://www.sciencedirect.com/science/article/pii/S0306261922002124,
0,A real time study on condition monitoring of distribution transformer using thermal imager,,"T Mariprasath, V Kirubakaran","Infrared Physics & Technology, ",2018,https://www.sciencedirect.com/science/article/pii/S1350449517308605,
0,Assessment of the energy efficiency estimation methods on induction motors considering real-time monitoring,,"VS Santos, JJC Eras, AS Gutiérrez, MJC Ulloa","Measurement, ",2019,https://www.sciencedirect.com/science/article/pii/S0263224118312260,
0,A harmonic power market framework for compensation management of DER based active power filters in microgrids,,"A Marini, MS Ghazizadeh, SS Mortazavi…",International Journal of,2019,https://www.sciencedirect.com/science/article/pii/S0142061518329089,
0,Experimental investigation of adaptive fuzzy global sliding mode control of single-phase shunt active power filters,,"S Hou, J Fei, Y Chu, C Chen","IEEE Access, ",2019,https://ieeexplore.ieee.org/abstract/document/8715770/,
0,A peer-to-peer blockchain based interconnected power system,,"MM Ahmed, MK Hasan, M Shafiq, MO Qays…","Energy Reports, ",2021,https://www.sciencedirect.com/science/article/pii/S2352484721006739,
0,Comparative analysis of the measurement methods for the supraharmonic range,,"TM Mendes, CA Duque, LRM da Silva…",International Journal of,2020,https://www.sciencedirect.com/science/article/pii/S014206151932455X,
0,How instrument transformers influence power quality measurements: A proposal of accuracy verification tests,,"G Crotti, Y Chen, H Çayci, G D'Avanzo, C Landi…","Sensors, ",2022,https://www.mdpi.com/1761210,
0,A Method for Designing and Optimizing the Electrical Parameters of Dynamic Tuning Passive Filter,,"Y Wang, K Yin, H Liu, Y Yuan","Symmetry, ",2021,https://www.mdpi.com/1160536,
0,Performance assessment of hybrid active filtering technique to enhance the hosting capacity of distorted grids for renewable energy systems,,"M Bajaj, AK Singh","International Journal of Energy Research, ",2022,https://onlinelibrary.wiley.com/doi/abs/10.1002/er.7345,
0,Modeling and control of a novel hybrid power quality compensation system for 25-kV electrified railway,,"M Chen, Y Chen, M Wei","Energies, ",2019,https://www.mdpi.com/522840,
0,Multi-Objective Teaching–Learning-Based Optimization with Pareto Front for Optimal Design of Passive Power Filters,,"NC Yang, SW Liu","Energies, ",2021,https://www.mdpi.com/1996-1073/14/19/6408,
0,Representation theory of semisimple groups: an overview based on examples,,AW Knapp,,2001,https://books.google.com/books?hl=ko&lr=&id=QCcW1h835pwC&oi=fnd&pg=PR13&ots=CaCpgcGPcd&sig=l-s0-pnMUDUIaiWbvdyT9Rd0tiE,
0,Harmonic analysis as spectral theory of Laplacians,,RS Strichartz,"Journal of functional analysis, ",1989,https://www.sciencedirect.com/science/article/pii/0022123689900049,
0,Free partition functions and an averaged holographic duality,,N Afkhami,"Jeddi, H Cohn, T Hart",man…,https://link.springer.com/article/10.1007/JHEP01(2021)130,
0,Celestial amplitudes and conformal soft theorems,,"T Adamo, L Mason, A Sharma","Classical and Quantum Gravity, ",2019,https://iopscience.iop.org/article/10.1088/1361-6382/ab42ce/meta,
0,Discrete series for semisimple symmetric spaces,,M Flensted,Je,nsen,https://www.jstor.org/stable/1971201,
0,Homogeneous functions on light cones: the infinitesimal structure of some degenerate principal series representations,,"RE Howe, EC Tan","Bulletin of the American Mathematical Society, ",1993,https://www.ams.org/bull/1993-28-01/S0273-0979-1993-00360-4/,
0,Lp estimates for Radon transforms in Euclidean and non-Euclidean spaces,,RS Strichartz,"Duke Mathematical Journal, ",1981,https://projecteuclid.org/journalArticle/Download?urlId=10.1215%2FS0012-7094-81-04839-0,
0,"Quaternionic analysis, representation theory and physics",,"I Frenkel, M Libine","Advances in Mathematics, ",2008,https://www.sciencedirect.com/science/article/pii/S0001870808000935,
0,"Split quaternionic analysis and separation of the series for SL (2, R) and SL (2, C)/SL (2, R)",,"I Frenkel, M Libine","Advances in Mathematics, ",2011,https://www.sciencedirect.com/science/article/pii/S0001870811001897,
0,"Path integrals, hyperbolic spaces and Selberg trace formulae",,C Grosche,,2013,https://books.google.com/books?hl=ko&lr=&id=Vpe6CgAAQBAJ&oi=fnd&pg=PR5&ots=f04q26xNmJ&sig=Le4LuEudGcyBEvsdQnrKupm-I4s,
0,On some results of Strichartz and of Rallis and Schiffman,,R Howe,"Journal of Functional Analysis, ",1979,https://core.ac.uk/download/pdf/82237545.pdf,
0,The theta correspondence over R,,J Adams,"Harmonic Analysis, Group Representations",2007,https://books.google.com/books?hl=ko&lr=&id=NFPICgAAQBAJ&oi=fnd&pg=PA1&ots=UjGrsg-FMb&sig=9iiLVpLkOZ_CxN4exVhcPJLyTW8,
0,Analysis on real hyperbolic spaces,,W Rossmann,"Journal of Functional Analysis, ",1978,https://www.sciencedirect.com/science/article/pii/0022123678900654,
0,Algebras of symbols and modular forms,,"A Unterberger, J Unterberger","Journal d'Analyse Mathématique, ",1996,https://link.springer.com/article/10.1007/BF02790207,
0,"Geometric analysis on small unitary representations of GL (N, R)",,"T Kobayashi, B Ørsted, M Pevzner","Journal of Functional Analysis, ",2011,https://www.sciencedirect.com/science/article/pii/S0022123610004623,
0,Unitary representations of the (4+ 1)‐de Sitter group on irreducible representation spaces of the Poincaré group,,P Moylan,"Journal of mathematical physics, ",1983,https://aip.scitation.org/doi/abs/10.1063/1.525669,
0,Conformally invariant differential equations and projective geometry,,B Ørsted,"Journal of Functional Analysis, ",1981,https://www.sciencedirect.com/science/article/pii/0022123681900021,
0,"Irreducible unitary representations of SU (2, 2)",,"AW Knapp, B Speh","Journal of Functional Analysis, ",1982,https://www.math.stonybrook.edu/~aknapp/pdf-files/birgit-su22.pdf,
0,Harmonic analysis on homogeneous spaces,,VF Molchanov,…,1995,https://link.springer.com/chapter/10.1007/978-3-662-09756-4_1,
0,Dynamical quantization of the Kepler manifold,,E Onofri,"Journal of Mathematical Physics, ",1976,https://aip.scitation.org/doi/abs/10.1063/1.522907,
0,Quantization on hyperboloids and full space‐time field expansion,,A DiSessa,"Journal of Mathematical Physics, ",1974,https://aip.scitation.org/doi/abs/10.1063/1.1666554,
0,"The wave equation, O (2, 2), and separation of variables on hyperboloids",,"EG Kalnins, W Miller",Proceedings of the Royal Society of Edinburgh,1978,https://www.cambridge.org/core/journals/proceedings-of-the-royal-society-of-edinburgh-section-a-mathematics/article/wave-equation-o2-2-and-separation-of-variables-on-hyperboloids/18C49F8D2CF011D9BF1C97C5F4106115,
0,Relativistic wavefunctions on the Poincaré group,,VV Varlamov,"Journal of Physics A: Mathematical and General, ",2004,https://iopscience.iop.org/article/10.1088/0305-4470/37/20/014/meta,
0,On bounded generalized Harish-Chandra modules,,"I Penkov, V Serganova","Annales de l'Institut Fourier, ",2012,http://www.numdam.org/item/AIF_2012__62_2_477_0/,
0,On Lie groups and hyperbolic symmetry—From Kunze–Stein phenomena to Riesz potentials,,W Beckner,"Nonlinear Analysis, ",2015,https://www.sciencedirect.com/science/article/pii/S0362546X15002060,
0,Eigenspaces of the Laplacian on hyperbolic spaces: composition series and integral transforms,,H Schlichtkrull,"Journal of functional analysis, ",1987,https://www.sciencedirect.com/science/article/pii/0022123687901303,
0,"Boundary values of holomorphic functions, singular unitary representations ofO (p, q), and their limits asq→∞",,"YA Neretin, GI Ol'shanskii","Journal of Mathematical Sciences, ",1997,https://link.springer.com/article/10.1007/BF02355796,
