,title,abstract,author,journal,year,pdf_link,keyword
1423,ON THE GEOMETRY OF SPHERICAL VARIETIES,This is a survey article on the geometry of spherical varieties.,NICOLAS PERRIN,Transformation Groups,2014,https://link.springer.com/article/10.1007/s00031-014-9254-0,"Line Bundle,Toric Variety,Schubert Variety,Cartier Divisor,Symmetric Variety"
1424,Local Constraints on Einstein–Weyl Geometries: The 3-Dimensional Case,"Following an earlier study [3], we consider the Einstein–Weyl equations on a fixed (complex) background metric as an equation for a 1-form and its first few derivatives. If the background is flat then we conclude that the only solutions are conformal rescalings of constant curvature metrics. If the background is a homogeneous 3-geometry in Bianchi class A (i.e., with unimodular isometry group), we find necessary and sufficient conditions on the 3-geometry for solutions of the Einstein–Weyl equations to exist. The solutions we find are complexifications of known ones. In particular, we find that the general left-invariant metric on S3 and the metric 'Sol' admit no local solutions of the Einstein–Weyl equations.",M. G. Eastwood1 & K. P. Tod,Annals of Global Analysis and Geometry,2000,https://link.springer.com/article/10.1023/A%3A1006621831435,"conformal geometry,Einstein–Weyl,homogeneous"
1425,Application of the Method of Moments with RWG Basis Functions in Problems of Diffraction by Plates with Similar Geometries,AbstractThe problem of electromagnetic wave diffraction by metal plates with a complex geometry close to simpler domains is considered. The numerical solution of the problem is obtained by the method of moments using the algorithm for cutting out subdomains from the initial simple domain. Classical RWG functions are used as basic and test functions. The analysis of the influence of the area and position of the notch on the change in the expansion vector in terms of RWG functions is carried out. Numerical results are presented for plates with cutouts of various shapes and sizes for the case of normal incidence of a plane-polarized wave and the case of a more complex source distribution on the plate. It is shown that the difference in solutions for problems of diffraction by plates with similar geometry depends on how large currents are excited on the missing metal part. The proposed approach can be used for faster design of electrodynamic objects with complex geometry.,"D. Kh. Giniyatova1, D. N. Tumakov1 & A. G. Markina",Lobachevskii Journal of Mathematics,2022,https://link.springer.com/article/10.1134/S1995080222080091,"diffraction problem,method of moments,subdomains cutting,RWG functions"
1426,Population persistence in river networks,"Organisms inhabiting river systems contend with downstream biased flow in a complex tree-like network. Differential equation models are often used to study population persistence, thus suggesting resolutions of the ‘drift paradox’, by considering the dependence of persistence on such variables as advection rate, dispersal characteristics, and domain size. Most previous models that explicitly considered network geometry artificially discretized river habitat into distinct patches. With the recent exception of Ramirez (J Math Biol 65:919–942, 2012), partial differential equation models have largely ignored the global geometry of river systems and the effects of tributary junctions by using intervals to describe the spatial domain. Taking advantage of recent developments in the analysis of eigenvalue problems on quantum graphs, we use a reaction–diffusion–advection equation on a metric tree graph to analyze persistence of a single population in terms of dispersal parameters and network geometry. The metric graph represents a continuous network where edges represent actual domain rather than connections among patches. Here, network geometry usually has a significant impact on persistence, and occasionally leads to dramatically altered predictions. This work ranges over such themes as model definition, reduction to a diffusion equation with the associated model features, numerical and analytical studies in radially symmetric geometries, and theoretical results for general domains. Notable in the model assumptions is that the zero-flux interior junction conditions are not restricted to conservation of hydrological discharge.","Jonathan Sarhad1, Robert Carlson2 & Kurt E. Anderson",Journal of Mathematical Biology,2014,https://link.springer.com/article/10.1007/s00285-013-0710-6,"Quantum graphs,Reaction–diffusion–advection equation ,Principal eigenvalues,Population persistence,River ecology"
1427,Differential characteristic set algorithm for the complete symmetry classification of partial differential equations,"In this paper, we present a differential polynomial characteristic set algorithm for the complete symmetry classification of partial differential equations (PDEs) with some parameters. It can make the solution to the complete symmetry classification problem for PDEs become direct and systematic. As an illustrative example, the complete potential symmetry classifications of nonlinear and linear wave equations with an arbitrary function parameter are presented. This is a new application of the differential form characteristic set algorithm, i.e., Wu’s method, in differential equations.","Chaolu Temuer 
            (特木尔朝鲁)1 & Yu-shan Bai 
            (白玉山)",Applied Mathematics and Mechanics,2009,https://link.springer.com/article/10.1007/s10483-009-0506-6,"partial differential equations,symmetry,classification,differential characteristic set"
1428,The Heat Asymptotics on Filtered Manifolds,"The short-time heat kernel expansion of elliptic operators provides a link between local and global features of classical geometries. For many geometric structures related to (non-)involutive distributions, the natural differential operators tend to be Rockland, hence hypoelliptic. In this paper, we establish a universal heat kernel expansion for formally self-adjoint non-negative Rockland differential operators on general closed filtered manifolds. The main ingredient is the analysis of parametrices in a recently constructed calculus adapted to these geometric structures. The heat expansion implies that the new calculus, a more general version of the Heisenberg calculus, also has a non-commutative residue. Many of the well-known implications of the heat expansion such as, the structure of the complex powers, the heat trace asymptotics, the continuation of the zeta function, as well as Weyl’s law for the eigenvalue asymptotics, can be adapted to this calculus. Other consequences include a McKean–Singer type formula for the index of Rockland differential operators. We illustrate some of these results by providing a more explicit description of Weyl’s law for Rumin–Seshadri operators associated with curved BGG sequences over 5-manifolds equipped with a rank-two distribution of Cartan type.","Shantanu Dave1 nAff2 & Stefan Haller 
            ORCID: orcid.org/0000-0002-7064-2215",The Journal of Geometric Analysis,2020,https://link.springer.com/article/10.1007/s12220-018-00137-4,"Filtered manifold,Hypoelliptic operator,Heat kernel expansion,Zeta function,Non-commutative residue,Generic rank-two distribution in dimension"
1429,Contact projective structures and chains,"Contact projective structures have been thoroughly studied by D. Fox. He associated to a contact projective structure a canonical projective structure on the same manifold. We interpret Fox’s construction in terms of the equivalent parabolic (Cartan) geometries, showing that it is an analog of Fefferman’s construction of a conformal structure associated to a CR structure. We show that, on the level of Cartan connections, this Fefferman-type construction is compatible with normality if and only if the initial structure has vanishing contact torsion. This leads to a geometric description of the paths that have to be added to the contact geodesics of a contact projective structure in order to obtain the subordinate projective structure. They are exactly the chains associated to the contact projective structure, which are analogs of the Chern–Moser chains in CR geometry. Finally, we analyze the consequences for the geometry of chains and prove that a chain–preserving contactomorphism must be a morphism of contact projective structures.","Andreas Čap1,2 & Vojtěch Žádník",Geometriae Dedicata,2010,https://link.springer.com/article/10.1007/s10711-009-9426-6,"Projective structure,Contact projective structure,Path geometry,Fefferman construction,Chains,Cartan connection,Parabolic geometry"
1430,Curvature line parametrized surfaces and orthogonal coordinate systems: discretization with Dupin cyclides,"Cyclidic nets are introduced as discrete analogs of curvature line parametrized surfaces and orthogonal coordinate systems. A 2-dimensional cyclidic net is a piecewise smooth C
1-surface built from surface patches of Dupin cyclides, each patch being bounded by curvature lines of the supporting cyclide. An explicit description of cyclidic nets is given and their relation to the established discretizations of curvature line parametrized surfaces as circular, conical and principal contact element nets is explained. We introduce 3-dimensional cyclidic nets as discrete analogs of triply-orthogonal coordinate systems and investigate them in detail. Our considerations are based on the Lie geometric description of Dupin cyclides. Explicit formulas are derived and implemented in a computer program.",Alexander I. Bobenko1 & Emanuel Huhnen-Venedey,Geometriae Dedicata,2012,https://link.springer.com/article/10.1007/s10711-011-9653-5,"Discrete differential geometry,Curvature line parametrized surfaces,Orthogonal coordinate systems,Dupin cyclides,Lie geometry,Cyclidic nets,Circular nets,Principal contact element nets,Conical nets"
1431,The dimension theorem in axiomatic geometry,"Given a matroid and an integer n ≥ 0, eleven conditions are shown to be equivalent to the validity of the rank formula r(E ∧ F) + r(E ∨ F = r(E) + r(F) for subspaces satisfying r(E∧F)≥n. For n=0 one finds the projective geometries. The case n=1 also includes the affine and the hyperbolic geometries, the case n=2 the Möbius geometries. The general case covers the incidence geometries of grade n of Wille.",Claude-Alain Faure1 & Alfred Frölicher,Geometriae Dedicata,1996,https://link.springer.com/article/10.1007/BF00160623,"51D10,51B05"
1432,Weyl connections and the local sphere theorem for quaternionic contact structures,"We apply the theory of Weyl structures for parabolic geometries developed by Čap and Slovák (Math Scand 93(1):53–90, 2003) to compute, for a quaternionic contact (qc) structure, the Weyl connection associated to a choice of scale, i.e. to a choice of Carnot–Carathéodory metric in the conformal class. The result of this computation has applications to the study of the conformal Fefferman space of a qc manifold, cf. (Geom Appl 28(4):376–394, 2010). In addition to this application, we are also able to easily compute a tensorial formula for the qc analog of the Weyl curvature tensor in conformal geometry and the Chern–Moser tensor in CR geometry. This tensor was first discovered via different methods by Ivanov and Vasillev (J Math Pures Appl 93:277–307, 2010), and we also get an independent proof of their Local Sphere Theorem. However, as a result of our derivation of this tensor, its fundamental properties—conformal covariance, and that its vanishing is a sharp obstruction to local flatness of the qc structure—follow as easy corollaries from the general parabolic theory.",Jesse Alt,Annals of Global Analysis and Geometry,2011,https://link.springer.com/article/10.1007/s10455-010-9228-y,"Quaternionic contact structures,Weyl structures,Parabolic geometry,Equivalence problem"
1433,HOMOGENEOUS COMPACT GEOMETRIES,"We classify compact homogeneous geometries of irreducible spherical type and rank at least 2 which admit a transitive action of a compact connected group, up to equivariant 2-coverings. We apply our classification to polar actions on compact symmetric spaces.",L. KRAMER1 & A. LYTCHAK,Transformation Groups,2014,https://link.springer.com/article/10.1007/s00031-014-9278-5,"Simple Complex,Polar Space,Coxeter Group,Maximal Compact Subgroup,Generalize Quadrangle"
1434,An Embedding Theorem for Automorphism Groups of Cartan Geometries,"We study the automorphism group of a Cartan geometry, and prove an embedding theorem analogous to a result of Zimmer for automorphism groups of G-structures. Our embedding theorem leads to general upper bounds on the real rank or nilpotence degree of a Lie subgroup of the automorphism group. We prove that if the maximal real rank is attained in the automorphism group of a geometry of parabolic type, then the geometry is flat and complete.","Uri Bader1, Charles Frances2 & Karin Melnick",Geometric and Functional Analysis,2009,https://link.springer.com/article/10.1007/s00039-009-0002-x,"Rigid geometric structures,Cartan geometries,group actions,parabolic geometries"
1435,An upper bound for a Hilbert polynomial on quaternionic Kähler manifolds,"In this article we prove an upper bound for a Hilbert polynomial on quaternionic Kähler manifolds of positive scalar curvature. As corollaries we obtain bounds on the quaternionic volume and the degree of the associated twistor space. Moreover, the article contains some details on differential equations of finite type. Part of this article is used in the proof of the main theorem.",Uwe Semmelmann1 & Gregor Weingart,The Journal of Geometric Analysis,2004,https://link.springer.com/article/10.1007/BF02921870,"53C25,58J50"
1436,The geometry of billiards in ellipses and their poncelet grids,"The goal of this paper is an analysis of the geometry of billiards in ellipses, based on properties of confocal central conics. The extended sides of the billiards meet at points which are located on confocal ellipses and hyperbolas. They define the associated Poncelet grid. If a billiard is periodic then it closes for any choice of the initial vertex on the ellipse. This gives rise to a continuous variation of billiards which is called billiard motion though it is neither a Euclidean nor a projective motion. The extension of this motion to the associated Poncelet grid leads to new insights and invariants.",Hellmuth Stachel,Journal of Geometry,2021,https://link.springer.com/article/10.1007/s00022-021-00606-2,"Billiard in ellipse,Caustic,Poncelet grid,Confocal conics,Billiard motion,Canonical parametrization"
1437,Spectral analysis of monoenergetic transport equation with delayed neutrons in slab geometry,"In this paper, we give a general spectral analysis of the monoenergetic transport operator with delayed neutrons and general boundary where an abstract boundary operator relates the incoming and the outgoing fluxes in slab geometry. We discuss the asymptotic spectrum: the existence and nonexistence of eigenvalues in the half plane \(\big \{\lambda \in {\mathbb {C}}\, :\, \text {Re}\lambda >-\lambda ^{*} \big \}\) where \(-\lambda ^{*}\) stands for the spectral bound of the streaming operator. In particular, the strict monotonicity of a leading eigenvalue (when it exists) of the transport operator with respect to different parameters of the equation is also discussed.",Khalid Latrach1 & Najeh Salhi,ANNALI DELL'UNIVERSITA' DI FERRARA,2020,https://link.springer.com/article/10.1007/s11565-019-00331-4,"Transport operator,Delayed neutrons,General boundary condition,Asymptotic spectrum,Leading eigenvalue"
1438,Survey on some aspects of Lefschetz theorems in algebraic geometry,"We survey classical material around Lefschetz theorems for fundamental groups, and show the relation to parts of Deligne’s program in Weil II.",Hélène Esnault,Revista Matemática Complutense,2017,https://link.springer.com/article/10.1007/s13163-017-0223-8,"Fundamental group,Lefschetz theorems,Lisse sheaves,Isocrystals"
1439,Shifted Poisson geometry and meromorphic matrix algebras over an elliptic curve,"In this paper we classify symplectic leaves of the regular part of the projectivization of the space of meromorphic endomorphisms of a stable vector bundle on an elliptic curve, using the study of shifted Poisson structures on the moduli of complexes from our previous work (Hua and Polishchuk in Adv Math 338:991–1037, 2018). This Poisson ind-scheme is closely related to the ind Poisson–Lie group associated to Belavin’s elliptic r-matrix, studied by Sklyanin, Cherednik and Reyman and Semenov-Tian-Shansky. Our result leads to a classification of symplectic leaves on the regular part of meromorphic matrix algebras over an elliptic curve, which can be viewed as the Lie algebra of the above-mentioned ind Poisson–Lie group. We also describe the decomposition of the product of leaves under the multiplication morphism and show the invariance of Poisson structures under autoequivalences of the derived category of coherent sheaves on an elliptic curve.
","Zheng Hua1 & Alexander Polishchuk2,",Selecta Mathematica,2019,https://link.springer.com/article/10.1007/s00029-019-0489-4,"14D20,53D17,17B80,14H70"
1440,Neutral slant submersions in paracomplex geometry,"In this paper, we investigate some geometric properties of three types of slant submersions whose total space is an almost para-Hermitian manifold.",Yilmaz Gündüzalp,Afrika Matematika,2021,https://link.springer.com/article/10.1007/s13370-021-00884-8,"Para-Hermitian manifold,Pseudo-Riemannian submersion,Proper slant submersion"
1441,Nonexistence results for elliptic differential inequalities with a potential on Riemannian manifolds,"In this paper we are concerned with a class of elliptic differential inequalities with a potential both on  and on Riemannian manifolds. In particular, we investigate the effect of the geometry of the underlying manifold and of the behavior of the potential at infinity on nonexistence of nonnegative solutions.","P. Mastrolia1, D. D. Monticelli1 & F. Punzo",Calculus of Variations and Partial Differential Equations,2015,https://link.springer.com/article/10.1007/s00526-015-0827-0,"53C20,53C25,53A55"
1442,On dual pairs in Dirac geometry,"In this note we discuss (weak) dual pairs in Dirac geometry. We show that this notion appears naturally when studying the problem of pushing forward a Dirac structure along a surjective submersion, and we prove a Dirac-theoretic version of Libermann’s theorem from Poisson geometry. Our main result is an explicit construction of self-dual pairs for Dirac structures. This theorem not only recovers the global construction of symplectic realizations from Crainic and Mărcuţ (J Symplectic Geom 9(4):435–444, 2011), but allows for a more conceptual understanding of it, yielding a simpler and more natural proof. As an application of the main theorem, we present a different approach to the recent normal form theorem around Dirac transversals from Bursztyn et al. (J für die reine und angewandte Mathematik (Crelles J), doi:10.1515/crelle-2017-0014, 2017).",Pedro Frejlich1 & Ioan Mărcuț,Mathematische Zeitschrift,2018,https://link.springer.com/article/10.1007/s00209-017-1947-3,"Dirac structure,Poisson geometry,Symplectic realization,Dual pairs,Symplectic reduction,Lie groupoids,Normal forms"
1443,The geometry of the Gibbs measure of pure spherical spin glasses,"We analyze the statics for pure p-spin spherical spin glass models with \(p\ge 3\), at low enough temperature. With \(F_{N,\beta }\) denoting the free energy, we compute the (logarithmic) second order term of \( NF _{N,\beta }\) and prove that, for an appropriate centering \(c_{N,\beta },\, NF _{N,\beta }-c_{N,\beta }\) is a tight sequence. We further establish the absence of temperature chaos. Those results follow from the following geometric picture we prove for the Gibbs measure, of interest by itself: asymptotically, the measure splits into infinitesimal spherical ‘bands’ centered at deep minima, playing the role of ‘pure states’. For the pure models, the latter makes precise the picture of ‘many valleys separated by high mountains’ and significant parts of the TAP analysis from the physics literature.",Eliran Subag,Inventiones mathematicae,2017,https://link.springer.com/article/10.1007/s00222-017-0726-4,"Primary 60G15,60G60,82D30,Secondary 60B20"
1444,Extreme point inequalities and geometry of the rank sparsity ball,"We investigate geometric features of the unit ball corresponding to the sum of the nuclear norm of a matrix and the \(l_1\) norm of its entries—a common penalty function encouraging joint low rank and high sparsity. As a byproduct of this effort, we develop a calculus (or algebra) of faces for general convex functions, yielding a simple and unified approach for deriving inequalities balancing the various features of the optimization problem at hand, at the extreme points of the solution set.","D. Drusvyatskiy1, S. A. Vavasis2 & H. Wolkowicz",Mathematical Programming,2015,https://link.springer.com/article/10.1007/s10107-014-0795-8,"Nuclear norm,Compressed sensing,Sparsity,Rank,Exposed face,Convex analysis"
1445,Toroidal Geometry Stabilizing a Latitudinal Ring of Point Vortices on a Torus,"We carry out the linear stability analysis of a polygonal ring configuration of N point vortices, called an N-ring, along the line of latitude \(\theta _0\) on a torus with the aspect ratio \(\alpha \). Deriving a criterion for the stability depending on the parameters N, \(\theta _0\) and \(\alpha \), we reveal how the aspect ratio \(\alpha \) contributes to the stability of the N-ring. While the N-ring necessarily becomes unstable when N is sufficiently large for fixed \(\alpha \), the stability is closely associated with the geometric property of the torus for variable \(\alpha \); for low aspect ratio \(\alpha \sim 1\), \(N=7\) is a critical number determining the stability of the N-ring when it is located along a certain range of latitudes, which is an analogous result to those in a plane and on a sphere. On the other hand, the stability is determined by the sign of curvature for high aspect ratio \(\alpha \gg 1\). That is to say, the N-ring is neutrally stable if it is located on the inner side of the toroidal surface with a negative curvature, while the N-ring on its outer side with a positive curvature is unstable. Furthermore, based on the linear stability analysis, we describe nonlinear evolution of the N-ring when it becomes unstable. It is difficult to deal with this problem, since the evolution equation of the N point vortices is formulated as a Hamiltonian system with N degrees of freedom, which is in general non-integrable. Thus, we reduce the Hamiltonian system to a simple integrable system by introducing a cyclic symmetry. Owing to this reduction, we successfully find some periodic orbits in the reduced system, whose local bifurcations and global transitions for variable \(\alpha \) are characterized in terms of the fundamental group of the torus.","Takashi Sakajo 
            ORCID: orcid.org/0000-0002-4290-09421 & Yuuki Shimizu",Journal of Nonlinear Science,2018,https://link.springer.com/article/10.1007/s00332-017-9440-z,"Vortex dynamics,Point vortex,Toroidal surfaces,Linear stability,Hamiltonian system"
1446,Geometry of bifurcation diagrams,"The geometry of a bifurcation diagram in the base of a versal deformation of a singularity is studied for single singularities on a manifold with boundary. In particular, vector fields and groups of diffeomorphisms are studied which are defined in a neighborhood of a bifurcation diagram as are stratification of a bifurcation diagram and decomposition of singularities.",O. V. Lyashk,Journal of Soviet Mathematics,1984,https://link.springer.com/article/10.1007/BF01084819,"Manifold,Stratification,Vector Field,Bifurcation Diagram,Versal Deformation"
1447,Developments in fractal geometry,"Iterated function systems have been at the heart of fractal geometry almost from its origins. The purpose of this expository article is to discuss new research trends that are at the core of the theory of iterated function systems (IFSs). The focus is on geometrically simple systems with finitely many maps, such as affine, projective and Möbius IFSs. There is an emphasis on topological and dynamical systems aspects. Particular topics include the role of contractive functions on the existence of an attractor (of an IFS), chaos game orbits for approximating an attractor, a phase transition to an attractor depending on the joint spectral radius, the classification of attractors according to fibres and according to overlap, the kneading invariant of an attractor, the Mandelbrot set of a family of IFSs, fractal transformations between pairs of attractors, tilings by copies of an attractor, a generalization of analytic continuation to fractal functions, and attractor–repeller pairs and the Conley “landscape picture” for an IFS.",Michael Barnsley1 & Andrew Vince,Bulletin of Mathematical Sciences,2013,https://link.springer.com/article/10.1007/s13373-013-0041-3,"Fractal,Iterated function system"
1448,Laplacians and Legendre Surfaces in Pseudo-Hermitian Geometry,"In this paper, we prove that for a Legendre surface N of 5-dimensional Sasakian space forms \(M^5\), if N satisfies \({\hat{\triangle }} H=\lambda H\) and \({\mathrm {tr}}{\hat{\nabla \ }}{{\hat{T}}}(H)=0\) for a constant \(\lambda \), then \(\Vert H\Vert \) is a constant if and only if H is \({\hat{D}}\)-parallel, N is a Chen surface, and \(\mathrm{tr} S^2_{H}=\lambda \parallel H \parallel \). From this, for a Legendre surface N of \(M^5\) such that \(\Vert H\Vert \) is a constant, if N satisfies \({\hat{\triangle }} H=\lambda H\) and \({\mathrm {tr}}{\hat{\nabla \ }}{\hat{T}}(H)=0\) for a constant \(\lambda \), then N is a \({\hat{D}}\)-parallel Legendre–Chen surface. Moreover, we show that it is minimal, or a local product of a geodesic and a pseudo-Hermitian circle or two pseudo-Hermitian circles.",Ji-Eun Lee,Bulletin of the Iranian Mathematical Society,2018,https://link.springer.com/article/10.1007/s41980-018-0058-1,"Legendre surface,Sasakian space forms,Pseudo-Hermitian structure,
\({\hat{D}}\)-parallel mean curvature,Proper mean curvature vector field"
1449,Towards Massively Parallel Computations in Algebraic Geometry,"Introducing parallelism and exploring its use is still a fundamental challenge for the computer algebra community. In high-performance numerical simulation, on the other hand, transparent environments for distributed computing which follow the principle of separating coordination and computation have been a success story for many years. In this paper, we explore the potential of using this principle in the context of computer algebra. More precisely, we combine two well-established systems: The mathematics we are interested in is implemented in the computer algebra system Singular, whose focus is on polynomial computations, while the coordination is left to the workflow management system GPI-Space, which relies on Petri nets as its mathematical modeling language and has been successfully used for coordinating the parallel execution (autoparallelization) of academic codes as well as for commercial software in application areas such as seismic data processing. The result of our efforts is a major step towards a framework for massively parallel computations in the application areas of Singular, specifically in commutative algebra and algebraic geometry. As a first test case for this framework, we have modeled and implemented a hybrid smoothness test for algebraic varieties which combines ideas from Hironaka’s celebrated desingularization proof with the classical Jacobian criterion. Applying our implementation to two examples originating from current research in algebraic geometry, one of which cannot be handled by other means, we illustrate the behavior of the smoothness test within our framework and investigate how the computations scale up to 256 cores.","Janko Böhm1, Wolfram Decker1, Anne Frühbis-Krüger2,4, Franz-Josef Pfreundt3, Mirko Rahn3 & …Lukas Ristau1,",Foundations of Computational Mathematics,2021,https://link.springer.com/article/10.1007/s10208-020-09464-x,"Computer algebra,Singular,Distributed computing,GPI-Space,Petri nets,Computational algebraic geometry,Hironaka desingularization,Smoothness test,Surfaces of general type"
1450,Geometry of Log-Concave Density Estimation,"Shape-constrained density estimation is an important topic in mathematical statistics. We focus on densities on \(\mathbb {R}^d\) that are log-concave, and we study geometric properties of the maximum likelihood estimator (MLE) for weighted samples. Cule, Samworth, and Stewart showed that the logarithm of the optimal log-concave density is piecewise linear and supported on a regular subdivision of the samples. This defines a map from the space of weights to the set of regular subdivisions of the samples, i.e. the face poset of their secondary polytope. We prove that this map is surjective. In fact, every regular subdivision arises in the MLE for some set of weights with positive probability, but coarser subdivisions appear to be more likely to arise than finer ones. To quantify these results, we introduce a continuous version of the secondary polytope, whose dual we name the Samworth body. This article establishes a new link between geometric combinatorics and nonparametric statistics, and it suggests numerous open problems.","Elina Robeva 
            ORCID: orcid.org/0000-0002-8231-59161, Bernd Sturmfels2,3 & Caroline Uhler",Discrete & Computational Geometry,2019,https://link.springer.com/article/10.1007/s00454-018-0024-y,"Log-concave density estimation,Non-parametric density estimation,Polyhedral subdivision,Secondary polytope"
1451,Geometry of bi-warped product submanifolds in Sasakian and cosymplectic manifolds,"A bi-warped product of the form: \(M=N_T \times _{f_1}N^{n_{1}}_\perp \times _{f_2} N^{n_{2}}_\theta \) in a contact metric manifold is called a CRS bi-warped product, where \(N_T,\, N^{n_{1}}_\perp \) and \(N^{n_{2}}_\theta \) are invariant, anti-invariant and proper pointwise slant submanifolds, respectively. First, we prove that there are no proper CRS bi-warped products other than contact CR-biwarped products in any Sasakian manifold. Then, we prove that if M is a CRS bi-warped product in a cosymplectic manifold, its second fundamental form h satisfies $$\begin{aligned} \Vert h\Vert ^2\ge 2n_1\Vert \nabla (\ln f_1)\Vert ^2+2n_2(1+2\cot ^2\theta )\Vert \nabla (\ln f_2)\Vert ^2. \end{aligned}$$Several applications of this inequality are given. Finally, we provide a non-trivial example of CRS bi-warped product which satisfies the equality case.","Bang-Yen Chen 
            ORCID: orcid.org/0000-0002-1270-094X1, Siraj Uddin2, Azeb Alghanemi2, Awatif Al-Jedani3 & …Ion Mihai","Revista de la Real Academia de Ciencias Exactas, Físicas y Naturales. Serie A. Matemáticas",2022,https://link.springer.com/article/10.1007/s13398-022-01225-5,"Warped products,Bi-warped products,Pointwise slant submanifolds,Dirichlet energy,Sasakian manifolds"
1452,Sign Conditions for Injectivity of Generalized Polynomial Maps with Applications to Chemical Reaction Networks and Real Algebraic Geometry,"We give necessary and sufficient conditions in terms of sign vectors for the injectivity of families of polynomial maps with arbitrary real exponents defined on the positive orthant. Our work relates and extends existing injectivity conditions expressed in terms of Jacobian matrices and determinants. In the context of chemical reaction networks with power-law kinetics, our results can be used to preclude as well as to guarantee multiple positive steady states. In the context of real algebraic geometry, our work recognizes a prior result of Craciun, Garcia-Puente, and Sottile, together with work of two of the authors, as the first partial multivariate generalization of the classical Descartes’ rule, which bounds the number of positive real roots of a univariate real polynomial in terms of the number of sign variations of its coefficients.","Stefan Müller1, Elisenda Feliu2, Georg Regensburger1, Carsten Conradi3, Anne Shiu4 & …Alicia Dickenstein",Foundations of Computational Mathematics,2016,https://link.springer.com/article/10.1007/s10208-014-9239-3,"Sign vector,Restricted injectivity,Power-law kinetics,Descartes’ rule of signs,Oriented matroid"
1453,Equations of Pseudo-Spherical Type (After S.S. Chern and K. Tenenblat),"This paper surveys some recent developments around the notion of a scalar partial differential equation describing pseudo-spherical surfaces due to Chern and Tenenblat. It is shown how conservation laws, pseudo-potentials, and linear problems arise naturally from geometric considerations, and it is also explained how Darboux and Bäcklund transformations can be constructed starting from geometric data. Classification results for equations in this class are stated, and hierarchies of equations of pseudo-spherical type are introduced, providing a connection between differential geometry and the study of hierarchies of equations which are the integrability condition of sl(2, R)-valued linear problems. Furthermore, the existence of correspondences between any two solutions to equations of pseudo-spherical type is reviewed, and a correspondence theorem for hierarchies is also mentioned. As applications, an elementary immersion result for pseudo-spherical metrics arising from the Chern–Tenenblat construction is proven, and non-local symmetries of the Kaup–Kupershmidt, Sawada–Kotera, fifth order Korteweg–de Vries and Camassa–Holm (CH) equation with non-zero critical wave speed are considered. It is shown that the existence of a non-local symmetry of a particular type is enough to single the first three equations out from a whole family of equations describing pseudo-spherical surfaces while, in the CH case, it is shown that it admits an infinite-dimensional Lie algebra of non-local symmetries which includes the Virasoro algebra.",Enrique G. Reyes,Results in Mathematics,2011,https://link.springer.com/article/10.1007/s00025-011-0167-0,"Primary 53B20,Secondary 37K10,76M60"
1454,The contact geometry of the spatial circular restricted 3-body problem,"We show that a hypersurface of the regularized, spatial circular restricted three-body problem is of contact type whenever the energy level is below the first critical value (the energy level of the first Lagrange point) or if the energy level is slightly above it. A dynamical consequence is that there is no blue sky catastrophe in this energy range.","WanKi Cho1, Hyojin Jung 
            ORCID: orcid.org/0000-0002-0435-85741 & GeonWoo Kim",Abhandlungen aus dem Mathematischen Seminar der Universität Hamburg,2020,https://link.springer.com/article/10.1007/s12188-020-00222-y,"Spatial circular restricted 3-body problem,Contact geometry,Celestial mechanics"
1455,Noncommutative geometry of the quantum disk,"We discuss various aspects of the noncommutative geometry of a smooth subalgebra of the Toeplitz algebra. In particular, we study the structure of derivations on this subalgebra.","Slawomir Klimek1, Matt McBride2 & J. Wilson Peoples",Annals of Functional Analysis,2022,https://link.springer.com/article/10.1007/s43034-022-00199-0,"Operator algebras,Derivations,Smooth subalgebras,K-Theory,Noncommutative geometry"
1456,Minimality of invariant submanifolds in metric contact pair geometry,"We study invariant submanifolds of manifolds endowed with a normal or complex metric contact pair with decomposable structure tensor \(\phi \). For the normal case, we prove that a \(\phi \)-invariant submanifold tangent to a Reeb vector field and orthogonal to the other one is minimal. For a \(\phi \)-invariant submanifold \(N\) everywhere transverse to both the Reeb vector fields but not orthogonal to them, we prove that it is minimal if and only if the angle between the tangential component \(\xi \) (with respect to \(N\)) of a Reeb vector field and the Reeb vector field itself is constant along the integral curves of \(\xi \). For the complex case (when just one of the two natural almost complex structures is supposed to be integrable), we prove that a complex submanifold is minimal if and only if it is tangent to both the Reeb vector fields.",Gianluca Bande1 & Amine Hadjar,Annali di Matematica Pura ed Applicata (1923 -),2015,https://link.springer.com/article/10.1007/s10231-014-0412-8,"Contact pair,Vaisman manifold,Invariant submanifold,Minimal submanifold"
1457,Lower order tensors in non-Kähler geometry and non-Kähler geometric flow,"In recent years, Streets and Tian introduced a series of curvature flows to study non-Kähler geometry. In this paper, we study how to construct the second-order curvature flows in a uniform way, under some natural assumptions which hold in Streets and Tian’s works. As a result, by classifying the lower order tensors, we classify the second-order curvature flows in almost Hermitian, almost Kähler, and Hermitian geometries in certain sense. In particular, the Symplectic Curvature Flow is the unique way to generalize Ricci Flow on almost Kählermanifolds.",Song Dai,Annals of Global Analysis and Geometry,2016,https://link.springer.com/article/10.1007/s10455-016-9518-0,"Geometric flow,Non-Kahler geometry,Symplectic curvature flow"
